"Economy","Code","Region","Income group","Lending category","Other (EMU or HIPC)","countrycode_en","countrycode_wb","region","country","capacity","score","year","capacity_category","category"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","IHR Coordination, Communication and Advocacy",40,2018,"Prevent","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Antimicrobial Resistance",20,2018,"Prevent","red"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Zoonotic Disease",40,2018,"Prevent","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Food Safety",40,2018,"Prevent","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Biosafety and Biosecurity",30,2018,"Prevent","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Immunization",60,2018,"Prevent","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","National Laboratory System",50,2018,"Detect","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Real-Time Surveillance",50,2018,"Detect","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Reporting",40,2018,"Detect","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Human Resources (Animal and human health sector)",30,2018,"Detect","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Preparedness",40,2018,"Respond","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Emergency Response Operations",20,2018,"Respond","red"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Linking Public Health and Security Authorities",40,2018,"Respond","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Medical Countermeasures",10,2018,"Respond","red"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Risk Communication",30,2018,"Respond","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Events Points of Entry (PoEs)",30,2018,"Other Hazards","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Chemical Events",30,2018,"Other Hazards","yellow"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","Radiation Emergencies",20,2018,"Other Hazards","red"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","National Legislation, Policy and Financing",90,2017,"Prevent","green"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","IHR Coordination, Communication and Advocacy",80,2017,"Prevent","green"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Antimicrobial Resistance",60,2017,"Prevent","yellow"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Zoonotic Disease",80,2017,"Prevent","green"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Food Safety",60,2017,"Prevent","yellow"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Biosafety and Biosecurity",80,2017,"Prevent","green"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Immunization",100,2017,"Prevent","green"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","National Laboratory System",70,2017,"Detect","green"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Real-Time Surveillance",80,2017,"Detect","green"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Reporting",60,2017,"Detect","yellow"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Human Resources (Animal and human health sector)",60,2017,"Detect","yellow"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Preparedness",60,2017,"Respond","yellow"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Emergency Response Operations",60,2017,"Respond","yellow"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Linking Public Health and Security Authorities",80,2017,"Respond","green"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Medical Countermeasures",50,2017,"Respond","yellow"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Risk Communication",80,2017,"Respond","green"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Events Points of Entry (PoEs)",70,2017,"Other Hazards","green"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Chemical Events",80,2017,"Other Hazards","green"
"Thailand","THA","East Asia & Pacific","Upper middle income","IBRD",NA,"Thailand","THA","South-East Asia Region","Thailand","Radiation Emergencies",80,2017,"Other Hazards","green"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","National Legislation, Policy and Financing",60,2019,"Prevent","yellow"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","IHR Coordination, Communication and Advocacy",40,2019,"Prevent","yellow"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Antimicrobial Resistance",60,2019,"Prevent","yellow"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Zoonotic Disease",60,2019,"Prevent","yellow"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Food Safety",50,2019,"Prevent","yellow"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Biosafety and Biosecurity",50,2019,"Prevent","yellow"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Immunization",80,2019,"Prevent","green"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","National Laboratory System",55,2019,"Detect","yellow"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Real-Time Surveillance",60,2019,"Detect","yellow"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Reporting",30,2019,"Detect","yellow"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Human Resources (Animal and human health sector)",45,2019,"Detect","yellow"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Preparedness",50,2019,"Respond","yellow"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Emergency Response Operations",80,2019,"Respond","green"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Linking Public Health and Security Authorities",80,2019,"Respond","green"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Medical Countermeasures",66,2019,"Respond","green"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Risk Communication",64,2019,"Respond","green"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Events Points of Entry (PoEs)",40,2019,"Other Hazards","yellow"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Chemical Events",80,2019,"Other Hazards","green"
"Tajikistan","TJK","Europe & Central Asia","Lower middle income","IDA",NA,"Tajikistan","TJK","European Region","Tajikistan","Radiation Emergencies",70,2019,"Other Hazards","green"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","National Legislation, Policy and Financing",70,2016,"Prevent","green"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","IHR Coordination, Communication and Advocacy",60,2016,"Prevent","yellow"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Antimicrobial Resistance",50,2016,"Prevent","yellow"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Zoonotic Disease",60,2016,"Prevent","yellow"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Food Safety",100,2016,"Prevent","green"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Biosafety and Biosecurity",40,2016,"Prevent","yellow"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Immunization",100,2016,"Prevent","green"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","National Laboratory System",70,2016,"Detect","green"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Real-Time Surveillance",60,2016,"Detect","yellow"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Reporting",40,2016,"Detect","yellow"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Human Resources (Animal and human health sector)",40,2016,"Detect","yellow"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Preparedness",70,2016,"Respond","green"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Emergency Response Operations",90,2016,"Respond","green"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Linking Public Health and Security Authorities",60,2016,"Respond","yellow"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Medical Countermeasures",40,2016,"Respond","yellow"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Risk Communication",50,2016,"Respond","yellow"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Events Points of Entry (PoEs)",60,2016,"Other Hazards","yellow"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Chemical Events",60,2016,"Other Hazards","yellow"
"Turkmenistan","TKM","Europe & Central Asia","Upper middle income","IBRD",NA,"Turkmenistan","TKM","European Region","Turkmenistan","Radiation Emergencies",60,2016,"Other Hazards","yellow"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","National Legislation, Policy and Financing",40,2018,"Prevent","yellow"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","IHR Coordination, Communication and Advocacy",20,2018,"Prevent","red"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Antimicrobial Resistance",30,2018,"Prevent","yellow"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Zoonotic Disease",30,2018,"Prevent","yellow"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Food Safety",30,2018,"Prevent","yellow"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Biosafety and Biosecurity",30,2018,"Prevent","yellow"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Immunization",80,2018,"Prevent","green"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","National Laboratory System",40,2018,"Detect","yellow"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Real-Time Surveillance",73,2018,"Detect","green"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Reporting",40,2018,"Detect","yellow"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Human Resources (Animal and human health sector)",40,2018,"Detect","yellow"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Preparedness",20,2018,"Respond","red"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Emergency Response Operations",60,2018,"Respond","yellow"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Linking Public Health and Security Authorities",20,2018,"Respond","red"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Medical Countermeasures",26,2018,"Respond","yellow"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Risk Communication",52,2018,"Respond","yellow"
"Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Blend",NA,"Timor-Leste","TLS","South-East Asia Region","Timor Leste","Events Points of Entry (PoEs)",40,2018,"Other Hazards","yellow"
